s1,s2,s3,c1,c2,c3,rank
0.954545455,0.840909091,0.909090909,0.95,1,0.9125,56
0.860465116,0.88372093,0.837209302,0.75,1,0.725,57
0.977272727,0.909090909,0.886363636,0.9,1,0.85,56
0.863636364,0.818181818,0.909090909,1,1,0.9625,56
0.909090909,0.704545455,0.909090909,0.8,1,0.8375,56
0.717391304,0.869565217,0.652173913,0.8875,1,0.825,54
1,0.888888889,0.866666667,0.75,1,0.8125,55
0.902439024,0.756097561,0.56097561,0.9,1,0.65,59
0.6875,0.75,0.625,0.825,1,0.7875,52
0.931818182,0.886363636,0.795454545,0.95,1,0.8125,56
0.674418605,0.88372093,0.906976744,0.8375,1,0.875,57
0.829268293,0.902439024,0.804878049,0.8375,1,0.825,59
0.4,0.777777778,0.6,0.6,1,0.6,55
0.869565217,0.826086957,0.934782609,0.85,1,0.95,54
0.860465116,0.720930233,0.534883721,0.7375,1,0.5875,57
0.934782609,0.869565217,0.97826087,0.8875,1,0.9875,54
0.948717949,0.794871795,0.948717949,0.925,1,0.95,61
0.914893617,0.914893617,0.531914894,0.75,1,0.7125,53
0.952380952,0.80952381,0.80952381,0.8375,1,0.7625,58
0.872340426,0.936170213,0.744680851,0.675,1,0.725,53
0.934782609,0.956521739,1,0.8875,1,0.9875,54
0.826086957,0.847826087,0.826086957,0.9875,1,0.8375,54
0.931818182,0.772727273,0.681818182,1,1,0.7625,56
0.934782609,0.891304348,0.934782609,0.9125,1,0.9875,54
1,0.854166667,0.854166667,0.9625,1,0.925,52
0.875,0.895833333,0.708333333,0.775,1,0.6375,52
0.930232558,0.860465116,0.837209302,0.975,1,0.95,57
0.465116279,0.604651163,0.534883721,0.6,1,0.6,57
0.976744186,0.88372093,0.511627907,0.775,1,0.675,57
0.976744186,0.906976744,0.976744186,0.9125,1,0.9625,57
0.755555556,0.933333333,0.422222222,0.7875,1,0.6625,55
0.976190476,0.761904762,0.738095238,0.9125,1,0.7875,58
0.977777778,0.911111111,0.533333333,0.9375,1,0.6375,55
0.76744186,0.976744186,0.813953488,0.9875,1,0.775,57
0.930232558,0.837209302,0.930232558,0.875,1,0.9,57
0.976744186,0.744186047,1,0.925,1,0.9625,57
0.911111111,0.888888889,0.622222222,0.825,1,0.65,55
0.977272727,0.863636364,0.954545455,0.85,1,0.9875,56
0.97826087,0.891304348,0.760869565,0.9875,1,0.7375,54
0.948717949,0.820512821,0.871794872,0.95,1,0.8,61
0.975,0.8,1,0.925,1,0.95,60
0.955555556,0.711111111,0.422222222,0.9875,1,0.6875,55
0.914893617,0.808510638,0.957446809,0.9875,1,0.95,53
0.911111111,0.888888889,0.688888889,0.9875,1,0.8625,55
0.833333333,0.80952381,0.976190476,0.85,1,0.9375,58
0.844444444,0.866666667,0.844444444,0.7625,1,0.8,55
1,0.888888889,0.933333333,0.9125,1,0.95,55
0.897959184,0.857142857,0.959183673,0.925,1,1,51
0.916666667,0.916666667,0.979166667,0.9625,1,0.975,52
0.886363636,0.931818182,0.659090909,0.75,1,0.675,56
0.977777778,0.888888889,0.8,0.9375,1,0.8625,55
